stop_id,stop_code,stop_name,stop_lon,stop_lat,location_type,stop_display,stop_abribus
AOUT1841730,41730,Des îles / Lévesque [41730] ,-73.76128,45.525646,0,0,0
JUIN1841730,41730,Des îles / Lévesque [41730] ,-73.76128,45.525646,0,0,0
AOUT1841731,41731,Des îles / Duclos [41731] ,-73.75959,45.524363,0,0,0
JUIN1841731,41731,Des îles / Duclos [41731] ,-73.75959,45.524363,0,0,0
AOUT1841732,41732,Des îles / Duclos [41732] ,-73.76008,45.524452,0,0,0
JUIN1841732,41732,Des îles / Duclos [41732] ,-73.76008,45.524452,0,0,0
AOUT1841733,41733,Des îles /Du Tremblay [41733] ,-73.75771,45.523369,0,0,0
JUIN1841733,41733,Des îles /Du Tremblay [41733] ,-73.75771,45.523369,0,0,0
AOUT1841734,41734,Des îles / Du Tremblay [41734] ,-73.75817,45.523323,0,0,0
JUIN1841734,41734,Des îles / Du Tremblay [41734] ,-73.75817,45.523323,0,0,0
AOUT1841735,41735,Des îles / Du Havre Des  îles [41735] ,-73.75607,45.52348,0,0,0
JUIN1841735,41735,Des îles / Du Havre Des  îles [41735] ,-73.75607,45.52348,0,0,0
AOUT1841736,41736,Des îles / Du Havre Des  îles [41736] ,-73.75602,45.523121,0,0,1
JUIN1841736,41736,Des îles / Du Havre Des  îles [41736] ,-73.75602,45.523121,0,0,1
AOUT1841737,41737,Des îles / Paton [41737] ,-73.75221,45.524137,0,0,0
JUIN1841737,41737,Des îles / Paton [41737] ,-73.75221,45.524137,0,0,0
AOUT1841738,41738,Industriel / Saint-Martin [41738] ,-73.72184,45.572647,0,0,1
AOUT18CP41738,41738,Industriel / Saint-Martin [41738] ,-73.72184,45.572647,0,0,1
JUIN1841738,41738,Industriel / Saint-Martin [41738] ,-73.72184,45.572647,0,0,1
